author,location,lat,lon
@2016GetOverIt,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@MicheleWMiller_,"New York,New York,United States of America",40.6943,-73.9249
@PacoBerries,"Honolulu,Hawaii,United States of America",21.3294,-157.8460
@challahatyagirl,"Los Angeles,California,United States of America",34.1139,-118.4068
@TheSpektrem,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@CiavashElliott,"Huntsville,Alabama,United States of America",34.6989,-86.6414
@_imaginecats,"Los Angeles,California,United States of America",34.1139,-118.4068
@paynelaw,"Phoenix,Arizona,United States of America",33.5722,-112.0891
@EnochMorris,"Springfield,Missouri,United States of America",37.1943,-93.2915
@KStapleton359,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@ericselectrons,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@byKimThompson,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@williamrfry,"New York,New York,United States of America",40.6943,-73.9249
@rudetuesday,"Los Angeles,California,United States of America",34.1139,-118.4068
@BamaJayson,"Seattle,Washington,United States of America",47.6211,-122.3244
@mcf1218,"Mobile,Alabama,United States of America",30.6783,-88.1162
@andrewlamberson,"New York,New York,United States of America",40.6943,-73.9249
@glivings_2002,"San Antonio,Texas,United States of America",29.4722,-98.5247
@Luminaria98,"Los Angeles,California,United States of America",34.1139,-118.4068
@lasharan187,"New York,New York,United States of America",40.6943,-73.9249
@DavidCaplanNYC,"New York,New York,United States of America",40.6943,-73.9249
@elle101,"New York,New York,United States of America",40.6943,-73.9249
@ElaineDiMeglio,"San Diego,California,United States of America",32.8312,-117.1226
@_iiivonnee_,"McAllen,Texas,United States of America",26.2325,-98.2467
@Beatz45,"Louisville,Kentucky,United States of America",38.1662,-85.6488
@Paul_Conrad,"Chicago,Illinois,United States of America",41.8373,-87.6861
@vinnyeng,"San Francisco,California,United States of America",37.7562,-122.4430
@killa_cam214,"Los Angeles,California,United States of America",34.1139,-118.4068
@shizzyfits,"Philadelphia,Pennsylvania,United States of America",40.0076,-75.1340
@kolbrite4youths,"Jackson,Mississippi,United States of America",32.3163,-90.2124
@lory_farmer,"Fort Lauderdale,Florida,United States of America",26.1412,-80.1464
@TrevorKeveloh,"Los Angeles,California,United States of America",34.1139,-118.4068
@ConstantinHacks,"Baltimore,Maryland,United States of America",39.3051,-76.6144
@dmlube,"Chicago,Illinois,United States of America",41.8373,-87.6861
@Laurie_David,"Los Angeles,California,United States of America",34.1139,-118.4068
@ginapaints,"New Haven,Connecticut,United States of America",41.3112,-72.9245
@ponyexpress_gsc,"Los Angeles,California,United States of America",34.1139,-118.4068
@resistasista76,"Fort Collins,Colorado,United States of America",40.5479,-105.0658
@igbakan,"Baton Rouge,Louisiana,United States of America",30.4423,-91.1314
@HeidiOBrien8,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@Rozee280me,"New York,New York,United States of America",40.6943,-73.9249
@RUNMGD,"Houston,Texas,United States of America",29.7868,-95.3905
@ChrisLewie,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@NSP301,"New York,New York,United States of America",40.6943,-73.9249
@Awesta,"Los Angeles,California,United States of America",34.1139,-118.4068
@bermudaman442,"Carbondale,Illinois,United States of America",37.7220,-89.2238
@NicKaryotakisMD,"Los Angeles,California,United States of America",34.1139,-118.4068
@CAliciaCannon,"Los Angeles,California,United States of America",34.1139,-118.4068
@lonjets,"West Palm Beach,Florida,United States of America",26.7467,-80.1314
@chellelaine,"Kokomo,Indiana,United States of America",40.4640,-86.1277
@marksluce,"Kansas City,Kansas,United States of America",39.1234,-94.7443
@Liz_Nemmers,"Minneapolis,Minnesota,United States of America",44.9635,-93.2678
@bulcubdawg,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@lladyk1126,"Dallas,Texas,United States of America",32.7937,-96.7662
@history02633076,"New York,New York,United States of America",40.6943,-73.9249
@RepEscobar,"El Paso,Texas,United States of America",31.8479,-106.4309
@Luis_Lopez_O,"Santa Rosa,California,United States of America",38.4465,-122.7060
@johnklink19,"Bishop,California,United States of America",37.3665,-118.3958
@SherinGuirguis,"Los Angeles,California,United States of America",34.1139,-118.4068
@Jacopo_della_Q,"New York,New York,United States of America",40.6943,-73.9249
@JimBessman,"New York,New York,United States of America",40.6943,-73.9249
@mfncrystal,"Chicago,Illinois,United States of America",41.8373,-87.6861
@TRLsuchakidder,"Los Angeles,California,United States of America",34.1139,-118.4068
@ireneand4js,"Jacksonville,Florida,United States of America",30.3322,-81.6749
@jjcl1234,"New York,New York,United States of America",40.6943,-73.9249
@DianneK102805,"Nashville,Tennessee,United States of America",36.1714,-86.7844
@baileyruedisale,"Lansing,Michigan,United States of America",42.7142,-84.5600
@Disc_Coastie,"Atlanta,Georgia,United States of America",33.7626,-84.4228
@ncsullivan,"Chicago,Illinois,United States of America",41.8373,-87.6861
@DINOWALRUS,"New York,New York,United States of America",40.6943,-73.9249
@JamesBIonde,"Tampa,Florida,United States of America",27.9937,-82.4454
@LacyCowden,"Nashville,Tennessee,United States of America",36.1714,-86.7844
